,Unnamed: 0,Tienda,Categoría,Socket,Generación,Capacidad,Título,Stock,Precio,URL
1,1,Sercoplus,CPU,LGA1200-10,I3,-,PROCESADOR INTEL CORE I3-10100F, >20 ,"(S/ 293,28)",https://www.sercoplus.com/cpu-1200-10ma-generacion/11855-procesador-intel-core-i3-10100f.html
2,2,Sercoplus,CPU,LGA1200-10,I3,-,PROCESADOR INTEL CORE I3-10105F, >20 ,"(S/ 303,81)",https://www.sercoplus.com/cpu-1200-10ma-generacion/12303-procesador-intel-core-i3-10105f.html
3,3,Sercoplus,CPU,LGA1200-10,I3,-,PROCESADOR INTEL CORE I3-10105, >20 ,"(S/ 479,40)",https://www.sercoplus.com/cpu-1200-10ma-generacion/12716-procesador-intel-core-i3-10105.html
4,4,Sercoplus,CPU,LGA1200-10,I5,-,"PROCESADOR INTEL CORE I5-10400T, OEM", 17 ,"(S/ 721,92)",https://www.sercoplus.com/cpu-1200-10ma-generacion/12745-procesador-intel-core-i5-10400t-oem.html
5,5,Sercoplus,CPU,LGA1200-10,I3,-,"PROCESADOR INTEL CORE I3-10100T, OEM", 8 ,"(S/ 488,80)",https://www.sercoplus.com/cpu-1200-10ma-generacion/13463-procesador-intel-core-i3-10100t-oem.html
0,0,Sercoplus,CPU,LGA1200-11,I5,-,PROCESADOR INTEL CORE I5-11400F, >20 ,"(S/ 673,04)",https://www.sercoplus.com/cpu-1200-11va-generacion/12298-procesador-intel-core-i5-11400f.html
1,1,Sercoplus,CPU,LGA1200-11,I7,-,PROCESADOR INTEL CORE I7-11700F, 0 ,"(S/ 1.342,32)",https://www.sercoplus.com/cpu-1200-11va-generacion/12300-procesador-intel-core-i7-11700f.html
2,2,Sercoplus,CPU,LGA1200-11,I5,-,"PROCESADOR INTEL CORE I5-11400, OEM", >20 ,"(S/ 744,48)",https://www.sercoplus.com/cpu-1200-11va-generacion/13045-procesador-intel-core-i5-11400-oem.html
0,0,Sercoplus,CPU,LGA1700-12,i7,-,PROCESADOR INTEL CORE i7-12700KF, 2 ,"(S/ 1.842,40)",https://www.sercoplus.com/cpu-1700-12va-generacion/13188-procesador-intel-core-i7-12700kf.html
1,1,Sercoplus,CPU,LGA1700-12,i7,-,PROCESADOR INTEL CORE i7-12700K, 2 ,"(S/ 1.962,72)",https://www.sercoplus.com/cpu-1700-12va-generacion/13189-procesador-intel-core-i7-12700k.html
2,2,Sercoplus,CPU,LGA1700-12,i5,-,PROCESADOR INTEL CORE i5-12600K, 1 ,"(S/ 1.421,28)",https://www.sercoplus.com/cpu-1700-12va-generacion/13190-procesador-intel-core-i5-12600k.html
3,3,Sercoplus,CPU,LGA1700-12,i9,-,PROCESADOR INTEL CORE i9-12900KF, 2 ,"(S/ 2.654,56)",https://www.sercoplus.com/cpu-1700-12va-generacion/13191-procesador-intel-core-i9-12900kf.html
4,4,Sercoplus,CPU,LGA1700-12,i5,-,PROCESADOR INTEL CORE i5-12400, >20 ,"(S/ 962,56)",https://www.sercoplus.com/cpu-1700-12va-generacion/13326-procesador-intel-core-i5-12400.html
5,5,Sercoplus,CPU,LGA1700-12,I5,-,PROCESADOR INTEL CORE I5-12400F, >20 ,"(S/ 834,72)",https://www.sercoplus.com/cpu-1700-12va-generacion/13327-procesador-intel-core-i5-12400f.html
6,6,Sercoplus,CPU,LGA1700-12,i7,-,PROCESADOR INTEL CORE i7-12700F, >20 ,"(S/ 1.521,67)",https://www.sercoplus.com/cpu-1700-12va-generacion/13373-procesador-intel-core-i7-12700f.html
7,7,Sercoplus,CPU,LGA1700-12,I3,-,PROCESADOR INTEL CORE I3-12100F, >20 ,"(S/ 452,70)",https://www.sercoplus.com/cpu-1700-12va-generacion/13387-procesador-intel-core-i3-12100f.html
8,8,Sercoplus,CPU,LGA1700-12,,-,PROCESADOR INTEL CELERON G6900, >20 ,"(S/ 255,68)",https://www.sercoplus.com/cpu-1700-12va-generacion/13461-procesador-intel-celeron-g6900.html
9,9,Sercoplus,CPU,LGA1700-12,I7,-,PROCESADOR INTEL CORE I7-12700, 19 ,"(S/ 1.631,84)",https://www.sercoplus.com/cpu-1700-12va-generacion/13641-procesador-intel-core-i7-12700.html
10,10,Sercoplus,CPU,LGA1700-12,,-,PROCESADOR INTEL PENTIUM GOLD G7400, >20 ,"(S/ 353,44)",https://www.sercoplus.com/cpu-1700-12va-generacion/13642-procesador-intel-pentium-gold-g7400.html
0,0,Sercoplus,CPU,AM4,5,-,"PROCESADOR AMD RYZEN 5 3500, OEM", >20 ,"(S/ 639,20)",https://www.sercoplus.com/amd-ryzen-series-3000/12929-procesador-amd-ryzen-5-3500.html
1,1,Sercoplus,CPU,AM4,3,-,PROCESADOR AMD ATHLON 3000G AM4., 1 ,"(S/ 345,92)",https://www.sercoplus.com/cpu-amd-am4-athlon/10608-procesador-amd-athlon-3000g-am4.html
2,2,Sercoplus,CPU,AM4,5,-,PROCESADOR AMD RYZEN 5 5600X, >20 ,"(S/ 1.240,80)",https://www.sercoplus.com/amd-ryzen-series-5000/11630-procesador-amd-ryzen-5-5600x.html
3,3,Sercoplus,CPU,AM4,7,-,PROCESADOR AMD RYZEN 7 5800X, 4 ,"(S/ 1.522,42)",https://www.sercoplus.com/amd-ryzen-series-5000/11631-procesador-amd-ryzen-7-5800x.html
4,4,Sercoplus,CPU,AM4,9,-,PROCESADOR AMD RYZEN 9 5950X, 2 ,"(S/ 3.338,88)",https://www.sercoplus.com/amd-ryzen-series-5000/11632-procesador-amd-ryzen-9-5950x.html
5,5,Sercoplus,CPU,AM4,9,-,PROCESADOR AMR RYZEN 9 5900X, 5 ,"(S/ 2.428,96)",https://www.sercoplus.com/amd-ryzen-series-5000/11684-procesador-amr-ryzen-9-5900x.html
6,6,Sercoplus,CPU,AM4,3,-,PROCESADOR AMD RYZEN 3 PRO 4350G OEM, >20 ,"(S/ 635,44)",https://www.sercoplus.com/amd-ryzen-series-4000/12680-procesador-amd-ryzen-3-pro-4350g.html
7,7,Sercoplus,CPU,AM4,5,-,PROCESADOR AMR RYZEN 5 PRO 4650G OEM, >20 ,"(S/ 834,72)",https://www.sercoplus.com/amd-ryzen-series-4000/12681-procesador-amr-ryzen-5-pro-4650g-oem.html
8,8,Sercoplus,CPU,AM4,5,-,PROCESADOR AMD RYZEN 5 5600G, >20 ,"(S/ 973,84)",https://www.sercoplus.com/amd-ryzen-series-5000/12798-proceador-amd-ryzen-5-5600g.html
9,9,Sercoplus,CPU,AM4,7,-,PROCESADOR AMD RYZEN 7 5700G, >20 ,"(S/ 1.342,32)",https://www.sercoplus.com/amd-ryzen-series-5000/12799-procesador-amd-ryzen-7-5700g.html
10,10,Sercoplus,CPU,AM4,7,-,PROCESADOR AMD RYZEN 7 5800X3D, 4 ,"(S/ 2.036,42)",https://www.sercoplus.com/cpu-amd-am4-ryzen/13708-procesador-amd-ryzen-7-5800x3d.html
11,11,Sercoplus,CPU,AM4,7,-,PROCESADOR AMD RYZEN 7 5700X, 2 ,"(S/ 1.368,26)",https://www.sercoplus.com/cpu-amd-am4-ryzen/13794-procesador-amd-ryzen-5700x.html
0,0,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM PNY XLR8 8GB DDR4 3200 MHZ, 0 ,"(S/ 225,60)",https://www.sercoplus.com/ddr4-3200mhz/12376-mem-ram-pny-xlr8-8gb-ddr4-3200-mhz.html
1,1,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM TEAMGROUP VULCAN TUF 8GB DDR4 3200 MHZ., 0 ,"(S/ 142,88)",https://www.sercoplus.com/ddr4-3200mhz/13375-mem-ram-teamgroup-vulcan-tuf-8gb-ddr4-3.html
2,2,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM CRUCIAL BALLISTIX 8GB DDR4 3000 MHZ., 0 ,"(S/ 176,72)",https://www.sercoplus.com/ddr4-3000mhz/12472-mem-ram-crucial-ballistix-8gb-ddr4-3000.html
3,3,Sercoplus,RAM,-,DDR4,8GB,"MEM. RAM CORSAIR VENGEANCE LPX, 8GB DDR4 3600 MHZ.", >20 ,"(S/ 172,21)",https://www.sercoplus.com/ddr4-3600mhz/13531-mem-ram-corsair-vengeance-lpx-8gb-ddr4.html
4,4,Sercoplus,RAM,-,DDR4,16GB,MEM. RAM ADATA XPG GAMMIX D10 16GB DDR4 3200 MHZ., 12 ,"(S/ 345,92)",https://www.sercoplus.com/ddr4-3200mhz/12900-mem-ram-adata-xpg-gammix-d10-16gb-ddr4.html
5,5,Sercoplus,RAM,-,,8GB,"MEMORIAS RAM ADATA XPG HUNTER, 8GB 3000", 1 ,"(S/ 112,80)",https://www.sercoplus.com/ddr4-3000mhz/13533-memorias-ram-adata-xpg-hunter-8gb-3000.html
6,6,Sercoplus,RAM,-,DDR4,8GB,"MEM. RAM KINGSTON FURY BEAST, 8GB DDR4 3600 MHZ.", >20 ,"(S/ 185,37)",https://www.sercoplus.com/ddr4-3600mhz/12915-mrm-ram-kingston-fury-beast-8gb-ddr4.html
7,7,Sercoplus,RAM,-,DDR4,16GB,"MEM. RAM TEAMGROUP T-FORCE VULCAN Z 16GB DDR4 3200 MHZ, ROJA", 17 ,"(S/ 264,70)",https://www.sercoplus.com/ddr4-3200mhz/13575-mem-ram-teamgroup-t-force-vulcan-z-16gb.html
8,8,Sercoplus,RAM,-,DDR4,8GB,"MEM. RAM KINGSTON FURY BEAST, 8GB DDR4 2666 MHZ.", >20 ,"(S/ 150,40)",https://www.sercoplus.com/ddr4-2666mhz/12916-mem-ram-kingston-fury-beast-8gb-ddr4-2.html
9,9,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM CRUCIAL BALLISTIX RGB 8GB DDR4 3200 MHZ., >20 ,"(S/ 166,94)",https://www.sercoplus.com/ddr4-3200mhz/13593-mem-ram-crucial-ballistix-rgb-8gb-ddr4.html
10,10,Sercoplus,RAM,-,,32GB,KIT MEM. RAM T-FORCE DELTA TUF GAMING ALLIANCE RGB 32GB (2x16) 2666MHZ., >20 ,"(S/ 533,92)",https://www.sercoplus.com/ddr4-2666mhz/13039-mem-ram-t-force-delta-tuf-gaming-allian.html
11,11,Sercoplus,RAM,-,DDR4,16GB,"MEM RAM HP V2, 16GB DDR4 2400 MHZ.", 1 ,"(S/ 300,80)",https://www.sercoplus.com/ddr4-2400mhz/13600-mem-ram-hp-v2-16gb-ddr4-2400-mhz.html
12,12,Sercoplus,RAM,-,DDR4,8GB,"MEM. RAM KINGSTON FURY BEAST, 8GB DDR4 3600 MHZ.", >20 ,"(S/ 185,37)",https://www.sercoplus.com/ddr4-3600mhz/12915-mrm-ram-kingston-fury-beast-8gb-ddr4.html
13,13,Sercoplus,RAM,-,DDR4,16GB,"MEM. RAM TEAMGROUP T-FORCE VULCAN Z 16GB DDR4 3200 MHZ, ROJA", 17 ,"(S/ 264,70)",https://www.sercoplus.com/ddr4-3200mhz/13575-mem-ram-teamgroup-t-force-vulcan-z-16gb.html
14,14,Sercoplus,RAM,-,DDR4,8GB,"MEM. RAM KINGSTON FURY BEAST, 8GB DDR4 2666 MHZ.", >20 ,"(S/ 150,40)",https://www.sercoplus.com/ddr4-2666mhz/12916-mem-ram-kingston-fury-beast-8gb-ddr4-2.html
15,15,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM CRUCIAL BALLISTIX RGB 8GB DDR4 3200 MHZ., >20 ,"(S/ 166,94)",https://www.sercoplus.com/ddr4-3200mhz/13593-mem-ram-crucial-ballistix-rgb-8gb-ddr4.html
16,16,Sercoplus,RAM,-,,32GB,KIT MEM. RAM T-FORCE DELTA TUF GAMING ALLIANCE RGB 32GB (2x16) 2666MHZ., >20 ,"(S/ 533,92)",https://www.sercoplus.com/ddr4-2666mhz/13039-mem-ram-t-force-delta-tuf-gaming-allian.html
17,17,Sercoplus,RAM,-,DDR4,16GB,"MEM RAM HP V2, 16GB DDR4 2400 MHZ.", 1 ,"(S/ 300,80)",https://www.sercoplus.com/ddr4-2400mhz/13600-mem-ram-hp-v2-16gb-ddr4-2400-mhz.html
18,18,Sercoplus,RAM,-,DDR4,8GB,"MEM. RAM KINGSTON FURY BEAST RGB, 8GB DDR4 3200 MHZ.", 1 ,"(S/ 187,25)",https://www.sercoplus.com/ddr4-3200mhz/13042-mem-ram-kingston-fury-beast-rgb-8gb.html
19,19,Sercoplus,RAM,-,DDR4,16GB,MEM. RAM CORSAIR VENGEANCE LPX 16GB DDR4 3600 MHZ., 5 ,"(S/ 306,82)",https://www.sercoplus.com/ddr4-3600mhz/13666-mem-ram-corsair-vengeance-lpx-16gb-ddr4.html
20,20,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM CORSAIR VENGEANCE LPX 8GB DDR4 2666 MHZ., 0 ,"(S/ 150,40)",https://www.sercoplus.com/ddr4-2666mhz/6540-memoria-corsair-ddr4-8gb-2666-mhz.html
21,21,Sercoplus,RAM,-,,8GB,"MEM. RAM KINGSTON FURY RENEGADE RGB, 8GB 3600 MHZ", 7 ,"(S/ 219,58)",https://www.sercoplus.com/ddr4-3600mhz/13052-mem-ram-kingston-fury-renegade-rgb-8gb.html
22,22,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM TEAMGROUP 8GB DDR4 T-FORCE VULCAN Z RED 3200 MHZ., 0 ,"(S/ 150,40)",https://www.sercoplus.com/ddr4-3200mhz/13672-mem-ram-teamgroup-8gb-ddr4-t-force-vulc.html
23,23,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM G.SKILL RIP JAWS DDR4 8GB 2800 MHZ, 0 ,"(S/ 257,56)",https://www.sercoplus.com/ddr4-2800mhz/7938-memoria-ddr4-2800-8gb-g-skill-rip-jaws.html
24,24,Sercoplus,RAM,-,DDR4,16GB,MEM. RAM ADATA XPG GAMMIX D10 16GB DDR4 3200 MHZ., 12 ,"(S/ 345,92)",https://www.sercoplus.com/ddr4-3200mhz/12900-mem-ram-adata-xpg-gammix-d10-16gb-ddr4.html
25,25,Sercoplus,RAM,-,,8GB,"MEMORIAS RAM ADATA XPG HUNTER, 8GB 3000", 1 ,"(S/ 112,80)",https://www.sercoplus.com/ddr4-3000mhz/13533-memorias-ram-adata-xpg-hunter-8gb-3000.html
26,26,Sercoplus,RAM,-,DDR4,8GB,"MEM. RAM KINGSTON FURY BEAST, 8GB DDR4 3600 MHZ.", >20 ,"(S/ 185,37)",https://www.sercoplus.com/ddr4-3600mhz/12915-mrm-ram-kingston-fury-beast-8gb-ddr4.html
27,27,Sercoplus,RAM,-,DDR4,16GB,"MEM. RAM TEAMGROUP T-FORCE VULCAN Z 16GB DDR4 3200 MHZ, ROJA", 17 ,"(S/ 264,70)",https://www.sercoplus.com/ddr4-3200mhz/13575-mem-ram-teamgroup-t-force-vulcan-z-16gb.html
28,28,Sercoplus,RAM,-,DDR4,8GB,"MEM. RAM KINGSTON FURY BEAST, 8GB DDR4 2666 MHZ.", >20 ,"(S/ 150,40)",https://www.sercoplus.com/ddr4-2666mhz/12916-mem-ram-kingston-fury-beast-8gb-ddr4-2.html
29,29,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM CRUCIAL BALLISTIX RGB 8GB DDR4 3200 MHZ., >20 ,"(S/ 166,94)",https://www.sercoplus.com/ddr4-3200mhz/13593-mem-ram-crucial-ballistix-rgb-8gb-ddr4.html
30,30,Sercoplus,RAM,-,,32GB,KIT MEM. RAM T-FORCE DELTA TUF GAMING ALLIANCE RGB 32GB (2x16) 2666MHZ., >20 ,"(S/ 533,92)",https://www.sercoplus.com/ddr4-2666mhz/13039-mem-ram-t-force-delta-tuf-gaming-allian.html
31,31,Sercoplus,RAM,-,DDR4,16GB,"MEM RAM HP V2, 16GB DDR4 2400 MHZ.", 1 ,"(S/ 300,80)",https://www.sercoplus.com/ddr4-2400mhz/13600-mem-ram-hp-v2-16gb-ddr4-2400-mhz.html
32,32,Sercoplus,RAM,-,DDR4,8GB,"MEM. RAM KINGSTON FURY BEAST RGB, 8GB DDR4 3200 MHZ.", 1 ,"(S/ 187,25)",https://www.sercoplus.com/ddr4-3200mhz/13042-mem-ram-kingston-fury-beast-rgb-8gb.html
33,33,Sercoplus,RAM,-,DDR4,16GB,MEM. RAM CORSAIR VENGEANCE LPX 16GB DDR4 3600 MHZ., 5 ,"(S/ 306,82)",https://www.sercoplus.com/ddr4-3600mhz/13666-mem-ram-corsair-vengeance-lpx-16gb-ddr4.html
34,34,Sercoplus,RAM,-,DDR4,8GB,MEM. RAM CORSAIR VENGEANCE LPX 8GB DDR4 2666 MHZ., 0 ,"(S/ 150,40)",https://www.sercoplus.com/ddr4-2666mhz/6540-memoria-corsair-ddr4-8gb-2666-mhz.html
35,35,Sercoplus,RAM,-,,8GB,"MEM. RAM KINGSTON FURY RENEGADE RGB, 8GB 3600 MHZ", 7 ,"(S/ 219,58)",https://www.sercoplus.com/ddr4-3600mhz/13052-mem-ram-kingston-fury-renegade-rgb-8gb.html
0,0,Sercoplus,Almacenamiento,-,DISCO,1TB,DISCO DURO TOSHIBA P300 1TB SATA 7200 RPM, >20 ,"(S/ 157,92)",https://www.sercoplus.com/discos-pc/5361-disco-duro-toshiba-p300-1tb-sata-6-0-gb-s-7200-rpm-3-5.html
1,1,Sercoplus,Almacenamiento,-,SSD,480GB,SSD WESTERN DIGITAL GREEN 480GB M.2 SATA, 14 ,"(S/ 251,92)",https://www.sercoplus.com/ssd-m2-sata/9776-ssd-480gb-m-2-2280-pcie-wester-digital.html
2,2,Sercoplus,Almacenamiento,-,SSD,960GB,"SSD KINGSTON A400 960GB SATA 2.5""", 3 ,"(S/ 415,48)",https://www.sercoplus.com/ssd-25-sata/11327-ssd-kingston-a400-960gb-sata-2-5.html
3,3,Sercoplus,Almacenamiento,-,SSD,1TB,SSD WESTER DIGITAL BLUE SN570 1TB M.2 PCIe NVME, >20 ,"(S/ 451,20)",https://www.sercoplus.com/ssd-m-2-pcie/13336-ssd-wester-digital-blue-sn750-1tb-m-2-pc.html
4,4,Sercoplus,Almacenamiento,-,DISCO,1TB,DISCO DURO SEAGATE 1TB USADO 5900 RPM, >20 ,"(S/ 125,96)",https://www.sercoplus.com/discos-pc-usados/5476-disco-duro-seagate-1tb-pipeline.html
5,5,Sercoplus,Almacenamiento,-,SSD,480GB,"SSD ADATA ULTIMATE SU650 480GB SATA 2.5""", >20 ,"(S/ 192,51)",https://www.sercoplus.com/ssd-25-sata/9833-ssd-adata-ultimate-su650-480gb-sata.html
6,6,Sercoplus,Almacenamiento,-,SSD,250GB,"SSD WESTERN DIGITAL BLUE SN550, 250GB M.2 PCIE NVME", >20 ,"(S/ 165,44)",https://www.sercoplus.com/ssd-m-2-pcie/11629-ssd-wester-digital-blue-ns550-250gb-nvm.html
7,7,Sercoplus,Almacenamiento,-,DISCO,4TB,DISCO DURO WESTERN DIGITAL PURPURA SURVEILLANCE 4TB, >20 ,"(S/ 359,46)",https://www.sercoplus.com/discos-video-vigilancia/13416-disco-duro-western-digital-purpura-4tb-5.html
8,8,Sercoplus,Almacenamiento,-,DISCO,1TB,DISCO DURO SEAGATE BARRACUDA 1TB SATA 7200 RPM, >20 ,"(S/ 172,96)",https://www.sercoplus.com/discos-pc/5673-hd-sea-1tb-sata3-7200-rpm.html
9,9,Sercoplus,Almacenamiento,-,SSD,240GB,"SSD GIGABYTE 240GB SATA 2.5""", >20 ,"(S/ 120,70)",https://www.sercoplus.com/ssd-25-sata/9859-ssd-gigabyte-240gb-sata-2-5.html
10,10,Sercoplus,Almacenamiento,-,SSD,240GB,SSD CORSAIR FORCE SERIES MP510 240GB M.2 PCIe NVME, 6 ,"(S/ 199,28)",https://www.sercoplus.com/ssd-m-2-pcie/12029-ssd-corsair-force-series-mp510-240gb-m-2.html
11,11,Sercoplus,Almacenamiento,-,SSD,500GB,"SSD KINGSTON FURY RENEGADE, 500GB M.2 PCIe 4.0 NVME", 19 ,"(S/ 503,84)",https://www.sercoplus.com/ssd-m-2-pcie/13417-ssd-kingston-fury-renegade-500gb-m-2-pc.html
12,12,Sercoplus,Almacenamiento,-,DISCO,1TB,DISCO DURO WESTERN DIGITAL PURPURA SURVEILLANCE 1TB, >20 ,"(S/ 187,25)",https://www.sercoplus.com/discos-video-vigilancia/6155-hd-wd-1tb-64mb-sata-6gb-s-purp.html
13,13,Sercoplus,Almacenamiento,-,DISCO,2TB,DISCO DURO SEAGATE BARRACUDA 2TB SATA 5400 RPM, >20 ,"(S/ 207,55)",https://www.sercoplus.com/discos-pc/9960-disco-duro-seagate-barracuda-2tb-sata.html
14,14,Sercoplus,Almacenamiento,-,DISCO,1TB,"DISCO EXTERNO IMATION E30, 1TB", 10 ,"(S/ 195,52)",https://www.sercoplus.com/discos-externos/12287-disco-externo-imation-e30-1tb.html
15,15,Sercoplus,Almacenamiento,-,SSD,1TB,"SSD KINGSTON FURY RENEGADE, 1TB M.2 PCIe 4.0 NVME", 1 ,"(S/ 767,04)",https://www.sercoplus.com/ssd-m-2-pcie/13421-ssd-kingston-fury-renegade-500gb-m-2-pc.html
16,16,Sercoplus,Almacenamiento,-,DISCO,2TB,DISCO SEAGATE VIDEOVIGILANCIA 2TB 5400 RPM, 11 ,"(S/ 210,56)",https://www.sercoplus.com/discos-video-vigilancia/6164-seagate-2tb-skyhawk-surveillance.html
17,17,Sercoplus,Almacenamiento,-,DISCO,4TB,DISCO EXTERNO TOSHIBA CANVIO BASIC 4TB, 6 ,"(S/ 406,08)",https://www.sercoplus.com/discos-externos/10014-disco-duro-externo-toshiba-canvio-basics-4tb-usb-3-0-negro-hdtb440xk3ca.html
18,18,Sercoplus,Almacenamiento,-,SSD,1TB,SSD PNY CS3040 1TB M.2 NVME PCIe, 5 ,"(S/ 695,60)",https://www.sercoplus.com/ssd-m-2-pcie/12292-ssd-pny-cs3040-1tb-m-2-nvme-pcie.html
19,19,Sercoplus,Almacenamiento,-,SSD,512GB,"SSD KINGSTON KC3000, 512GB M.2 PCIe 4,O NVME", 2 ,"(S/ 488,80)",https://www.sercoplus.com/ssd-m-2-pcie/13422-ssd-kingston-kc3000-512gb-m-2-pcie-4-o.html
20,20,Sercoplus,Almacenamiento,-,DISCO,3TB,DISCO WESTER DIGITAL PURPURA SURVEILLANCE 3TB, 17 ,"(S/ 355,70)",https://www.sercoplus.com/discos-video-vigilancia/6387-3-tb-purpura-wester-digital.html
21,21,Sercoplus,Almacenamiento,-,SSD,240GB,"SSD CRUCIAL BX500 240GB SATA 2.5""", >20 ,"(S/ 123,70)",https://www.sercoplus.com/ssd-25-sata/10016-unidad-de-estado-solido-crucial-bx500-120gb-sata-6gb-s-2-5-7mm-ve-500-mb-s-vl540-mb-s-ct240bx500ssd1.html
22,22,Sercoplus,Almacenamiento,-,SSD,250GB,SSD KINGSTON KC2500 250GB M.2 PCIe NVME, 1 ,"(S/ 244,40)",https://www.sercoplus.com/ssd-m-2-pcie/12360-ssd-kingston-a2500-250gb-m-2-pcie-nvme.html
23,23,Sercoplus,Almacenamiento,-,SSD,512GB,"SSD TEAMGROUP MP33 PRO, 512GB, M.2 PCIe NVME", >20 ,"(S/ 221,84)",https://www.sercoplus.com/ssd-m-2-pcie/13487-ssd-teamgroup-mp33-pro-512gb-m-2.html
24,24,Sercoplus,Almacenamiento,-,SSD,250GB,"SSD WESTER DIGITAL, BLACK SN750, 250GB, M.2 PCIE NVME", 8 ,"(S/ 233,12)",https://www.sercoplus.com/ssd-m-2-pcie/13268-ssd-wester-digital-black-sn750-250gb.html
25,25,Sercoplus,Almacenamiento,-,DISCO,,FUNDA PARA DISCO EXTERNO WESTERN DIGITAL, >20 ,"(S/ 5,64)",https://www.sercoplus.com/fundas/4501-funda-para-disco-externo-western-digital.html
26,26,Sercoplus,Almacenamiento,-,SSD,480GB,"SSD WESTERN DIGITAL GREEN 480GB SATA 2.5""", 0 ,"(S/ 233,12)",https://www.sercoplus.com/ssd-25-sata/8454-ssd-western-digital-green-480gb.html
27,27,Sercoplus,Almacenamiento,-,SSD,120GB,"SSD GIGABYTE 120GB 2.5"" SATA", >20 ,"(S/ 86,10)",https://www.sercoplus.com/ssd-25-sata/11278-ssd-gigabyte-120gb-2-5-sata.html
28,28,Sercoplus,Almacenamiento,-,SSD,250GB,"SSD KINGSTON NV1, 250GB M.2 PCIe NVME", >20 ,"(S/ 135,36)",https://www.sercoplus.com/ssd-m-2-pcie/13271-ssd-kingston-nv1-250gb-m-2-pcie-nvme.html
29,29,Sercoplus,Almacenamiento,-,DISCO,1TB,DISCO DURO TOSHIBA P300 1TB SATA 7200 RPM, >20 ,"(S/ 157,92)",https://www.sercoplus.com/discos-pc/5361-disco-duro-toshiba-p300-1tb-sata-6-0-gb-s-7200-rpm-3-5.html
30,30,Sercoplus,Almacenamiento,-,SSD,480GB,SSD WESTERN DIGITAL GREEN 480GB M.2 SATA, 14 ,"(S/ 251,92)",https://www.sercoplus.com/ssd-m2-sata/9776-ssd-480gb-m-2-2280-pcie-wester-digital.html
31,31,Sercoplus,Almacenamiento,-,SSD,960GB,"SSD KINGSTON A400 960GB SATA 2.5""", 3 ,"(S/ 415,48)",https://www.sercoplus.com/ssd-25-sata/11327-ssd-kingston-a400-960gb-sata-2-5.html
32,32,Sercoplus,Almacenamiento,-,SSD,1TB,SSD WESTER DIGITAL BLUE SN570 1TB M.2 PCIe NVME, >20 ,"(S/ 451,20)",https://www.sercoplus.com/ssd-m-2-pcie/13336-ssd-wester-digital-blue-sn750-1tb-m-2-pc.html
33,33,Sercoplus,Almacenamiento,-,DISCO,1TB,DISCO DURO SEAGATE 1TB USADO 5900 RPM, >20 ,"(S/ 125,96)",https://www.sercoplus.com/discos-pc-usados/5476-disco-duro-seagate-1tb-pipeline.html
34,34,Sercoplus,Almacenamiento,-,SSD,480GB,"SSD ADATA ULTIMATE SU650 480GB SATA 2.5""", >20 ,"(S/ 192,51)",https://www.sercoplus.com/ssd-25-sata/9833-ssd-adata-ultimate-su650-480gb-sata.html
35,35,Sercoplus,Almacenamiento,-,SSD,250GB,"SSD WESTERN DIGITAL BLUE SN550, 250GB M.2 PCIE NVME", >20 ,"(S/ 165,44)",https://www.sercoplus.com/ssd-m-2-pcie/11629-ssd-wester-digital-blue-ns550-250gb-nvm.html
36,36,Sercoplus,Almacenamiento,-,DISCO,10TB,DISCO DURO WESTERN DIGITAL PURPURA SURVEILLANCE 10TB, 3 ,"(S/ 1.247,94)",https://www.sercoplus.com/discos-video-vigilancia/13747-disco-duro-western-digital-purpura-surve.html
37,37,Sercoplus,Almacenamiento,-,DISCO,1TB,DISCO EXTERNO SEAGATE EXPANSION 1TB, >20 ,"(S/ 184,24)",https://www.sercoplus.com/discos-externos/3249-3249.html
38,38,Sercoplus,Almacenamiento,-,DISCO,1TB,DISCO EXTERNO TOSHIBA CANVIO BASICS 1TB, >20 ,"(S/ 180,48)",https://www.sercoplus.com/discos-externos/8020-disco-duro-externos-toshiba-canvio-1tb.html
39,39,Sercoplus,Almacenamiento,-,SSD,250GB,SSD PNY CS900 250GB SATA 2.5, >20 ,"(S/ 122,20)",https://www.sercoplus.com/ssd-25-sata/10841-unidad-de-estado-solido-pny-cs900-250gb-sata-6gb-s-2-5-7mm-vl535-mb-s-ve-500-mb-s-ssd7cs900-250-rb.html
40,40,Sercoplus,Almacenamiento,-,SSD,2TB,"SSD KINGSTON NV1, 2TB M.2 PCIe NVME", 3 ,"(S/ 744,48)",https://www.sercoplus.com/ssd-m-2-pcie/12855-ssd-kingston-nv1-2tb-m-2-pcie.html
41,41,Sercoplus,Almacenamiento,-,DISCO,2TB,"DISCO DURO WESTERN DIGITAL, BLUE 2TB", 2 ,"(S/ 206,05)",https://www.sercoplus.com/discos-pc/13754-disco-duro-western-digital-2tb-blue.html
